date,title,address,url
"June 01, 2026",'One Stop for All the Asian Comfort': Global Restaurateur To Debut Pebble Onebird,12129 Ranch Rd 620 N,https://whatnow.com/austin/restaurants/one-stop-for-all-the-asian-comfort-global-restaurateur-to-debut-pebble-onebird/
"June 01, 2026",The Lawrence Debuting In Downtown Lawrenceville This Summer | What Now Atlanta,"120 E Crogan St, Lawrenceville, GA 30046",https://whatnow.com/atlanta/restaurants/the-lawrence-debuting-in-downtown-lawrenceville-this-summer/
"June 01, 2026",Madis Coffee Roasters to Open Fourth Philly Location,"210 S 12th St., Philadelphia, PA 19107",https://whatnow.com/philadelphia/restaurants/madis-coffee-roasters-brewing-up-fourth-philadelphia-location/
"June 01, 2026",Regional Mexican Chain Is Planning Hell’s Kitchen Location,"806 9th Ave, New York, NY 10019",https://whatnow.com/new-york/restaurants/regional-mexican-chain-is-planning-hells-kitchen-location/
"June 01, 2026",Mike’s Red Tacos Inks Multi-Unit Deal For Los Angeles Expansion | What Now Los Angeles,,https://whatnow.com/los-angeles/restaurants/mikes-red-tacos-inks-multi-unit-deal-for-los-angeles-expansion/
"June 01, 2026",Wonder Expands With Four New Greater Philadelphia Locations,,https://whatnow.com/philadelphia/restaurants/wonder-expands-across-greater-philadelphia-with-four-new-locations/
"June 01, 2026",A Popular Wood-Fired Pizza Spot in Coral Springs Is Closing After 18 Years,"2888 N University Dr, Coral Springs, FL 33065",https://whatnow.com/miami/restaurants/a-popular-wood-fired-pizza-spot-in-coral-springs-is-closing-after-18-years/
"June 01, 2026",A Popular Oakland Entertainment and Dining Venue Is Closing After Nearly 12 Years,"98 Broadway, Oakland, CA 94607",https://whatnow.com/san-francisco/restaurants/a-popular-oakland-entertainment-and-dining-venue-is-closing-after-nearly-12-years/
"June 01, 2026",A Late-Night Fire Has Forced a Busy Austin Dining Spot to Close Temporarily,"1315 W 6th St, Austin, TX 78703",https://whatnow.com/austin/restaurants/a-late-night-fire-has-forced-a-busy-austin-dining-spot-to-close-temporarily/
"June 01, 2026",An Award-Winning BBQ Chain Has Expanded with a New California Location,"11920 Amargosa Rd, Victorville, CA 92392",https://whatnow.com/los-angeles/restaurants/an-award-winning-bbq-chain-has-expanded-with-a-new-california-location/
