date,title,address,url
"May 19, 2026","Lou Malnati’s Leaving Gold Coast Pizzeria, Seeking New Neighborhood Storefront",,https://whatnow.com/chicago/restaurants/lou-malnatis-leaving-gold-coast-pizzeria-seeking-new-neighborhood-storefront/
"May 19, 2026",Wild Eggs To Open First Columbus-Area Location At Hamilton Quarter,"775 N Hamilton Rd, Columbus, OH 43219, USA",https://whatnow.com/columbus/restaurants/wild-eggs-to-open-first-columbus-area-location-at-hamilton-quarter/
"May 19, 2026",Riptide Tavern Brings Jersey Shore Vibe to Manayunk,"4388 Main St., Philadelphia, PA 19127",https://whatnow.com/philadelphia/restaurants/riptide-tavern-to-bring-an-endless-summer-vibe-to-manayunks-main-street/
"May 19, 2026",New Noorjahan Indian Cuisine Planned for Allen Park Shopping Plaza,"23017 Outer Dr W, Allen Park, MI 48101",https://whatnow.com/detroit/restaurants/new-noorjahan-indian-cuisine-planned-for-allen-park-shopping-plaza/
"May 19, 2026",Bakery Inside Grand Central Market Announces Final Weekend of Service,"317 S Broadway, Los Angeles, CA 90013, United States",https://whatnow.com/los-angeles/restaurants/bakery-inside-grand-central-market-announces-final-weekend-of-service/
"May 19, 2026",Milkshake Factory To Open New Columbus Location,"775 N Hamilton Rd, Columbus, OH 43219, USA",https://whatnow.com/columbus/restaurants/milkshake-factory-to-open-new-columbus-location/
"May 19, 2026",Mozaika Mezze To Expand To Buckhead This Year | What Now Atlanta,"Terminus 100, 3280 Peachtree Rd NE, Atlanta, GA 30305",https://whatnow.com/atlanta/restaurants/mozaika-mezze-to-expand-to-buckhead-this-year/
"May 19, 2026",Popular Grilled Cheese Food Truck in the Charlotte Area Announces Closure,"Charlotte, NC, United States, 28262",https://whatnow.com/charlotte/restaurants/popular-grilled-cheese-food-truck-in-the-charlotte-area-announces-closure/
"May 19, 2026",Berkeley Japanese Restaurant to Close After Nearly 7 Years of Service,"2451 Shattuck Ave., Berkeley, CA 94704, United States",https://whatnow.com/san-francisco/restaurants/berkeley-japanese-restaurant-to-close-after-nearly-7-years-of-service/
"May 19, 2026",Winter Park Tex-Mex Restaurant Announces Closure After 15 Years of Service,"151 E Welbourne Ave, Winter Park, FL 32789, United States",https://whatnow.com/orlando/restaurants/beloved-winter-park-tex-mex-spot-closing-after-15-years-of-service/
"May 19, 2026",Dolly’s Bringing Country Music Bar to The Esplanade,"58 The Esplanade, Toronto, ON M5E 1R2, Canada",https://whatnow.com/toronto/restaurants/dollys-bringing-country-music-bar-to-the-esplanade/
"May 19, 2026",Toastique Adding Johns Creek Location This Summer | What Now Atlanta,"3005 Old Alabama Rd, Johns Creek, GA 30022",https://whatnow.com/atlanta/restaurants/toastique-adding-johns-creek-location-this-summer/
"May 19, 2026",At-Home Cocktail Business Owners Preparing to Serve Drinks on Near West Side,"2010 W Fulton St, Chicago, IL 60612",https://whatnow.com/chicago/restaurants/at-home-cocktail-business-owners-preparing-to-serve-drinks-on-near-west-side/
"May 19, 2026",Buon Riso Launching Supplì Pop Up at Pasta Forever,"1693 Dundas St W, Toronto, ON M6K 1V2, Canada",https://whatnow.com/toronto/restaurants/buon-riso-launching-suppli-pop-up-at-pasta-forever/
"May 19, 2026",Nearly 15-Year-Old Las Vegas Restaurant Plans Exit from Neonopolis Mall Location,"450 Fremont St #130, Las Vegas, NV 89101",https://whatnow.com/las-vegas/restaurants/nearly-15-year-old-las-vegas-restaurant-plans-exit-from-neonopolis-mall-location/
"May 19, 2026",Wildwood to Welcome 24-Hour Cafe Inspired by Mexican Roots,"3109 Pacific Ave., Wildwood, NJ 08260",https://whatnow.com/philadelphia/restaurants/wildwood-to-welcome-24-hour-cafe-inspired-by-mexican-roots/
"May 19, 2026","Mission Hills to Welcome Serafino, a New All Day Cafe and Wine Bar","301 W Washington St, San Diego, CA 92103",https://whatnow.com/san-diego/restaurants/mission-hills-to-welcome-serafino-a-new-all-day-cafe-and-wine-bar/
"May 19, 2026",Habibi Grill Owner To Open Fresh & Feta At Little Grand Market In Columbus,"710 Grandview Xing Wy, Columbus, OH 43215, USA",https://whatnow.com/columbus/restaurants/habibi-grill-owner-to-open-fresh-feta-at-little-grand-market-in-columbus/
"May 19, 2026",Pita Cafe Opening Location In Marina Del Rey | What Now Los Angeles,"3205 Washington Blvd, Marina Del Rey, CA 90292",https://whatnow.com/los-angeles/restaurants/pita-cafe-opening-location-in-marina-del-rey/
"May 19, 2026",Coastal Canteen to Open in Manasquan Near the Shore,"142 Main St., Manasquan, NJ 08736",https://whatnow.com/philadelphia/restaurants/coastal-canteen-bringing-coastal-inspired-dining-steps-from-the-shore/
"May 19, 2026","Hi-Fi Listening Bar Coming To Southwest Detroit, Opening Planned Soon | What Now Detroit","2545 Bagley St, Detroit, MI 48216",https://whatnow.com/detroit/restaurants/hi-fi-listening-bar-coming-to-southwest-detroit-opening-planned-soon/
"May 18, 2026",The Daily Nosh Sets June Opening in Downtown Roseville,"105 Vernon St, Roseville, CA 95678",https://whatnow.com/sacramento/restaurants/the-daily-nosh-sets-june-opening-in-downtown-roseville/
"May 18, 2026",Patty and Press Owners to Debut New Location in Bloomfield Township,"42983 Woodward Ave, Bloomfield Township, MI 48304",https://whatnow.com/detroit/restaurants/patty-and-press-owners-to-debut-new-location-in-bloomfield-township/
"May 18, 2026",Culture Connects 707 Owner Proposing Change of Concept for Cafe Space,"707 W Howard St, Evanston, IL 60202",https://whatnow.com/chicago/restaurants/culture-connects-707-owner-proposing-change-of-concept-for-cafe-space/
"May 18, 2026",Santa Clarita’s Hanasaki Sushi Expanding To Porter Ranch | What Now Los Angeles,"19300 Rinaldi St, Porter Ranch, CA 91326",https://whatnow.com/los-angeles/restaurants/santa-claritas-hanasaki-sushi-expanding-to-porter-ranch/
"May 18, 2026",San Francisco’s Mid-Market Gets a New Sports-Inspired Dining Destination,"121 7th St, San Francisco, CA 94103",https://whatnow.com/san-francisco/restaurants/san-franciscos-mid-market-gets-a-new-sports-inspired-dining-destination/
"May 18, 2026",Claude’s Comedy Club & Bar Coming to South Broad Street,"1123 S Broad St., Philadelphia, PA 19147",https://whatnow.com/philadelphia/restaurants/claudes-comedy-club-bar-coming-to-south-broad-street-diner-meets-bar-vibe/
