date,title,address,url
"July 10, 2026",Julie-Anns Opening in Palatka,"510 W Towles Ave, Palatka, FL 32177",https://whatnow.com/jacksonville/restaurants/julie-anns-opening-in-palatka/
"July 10, 2026",Opening in the Marketplace at Heritage Harbour: Fresh Kitchen,"7105 FL-64, Bradenton, FL 34212",https://whatnow.com/tampa/restaurants/opening-in-the-marketplace-at-heritage-harbour-fresh-kitchen/
"July 10, 2026",Kilwins Plans New Store in the Fort Worth Stockyards Station,"140 E Exchange Ave, Fort Worth #116, TX 76164, USA",https://whatnow.com/dallas/restaurants/kilwins-plans-new-store-in-the-fort-worth-stockyards-station/
"July 10, 2026",Southeast Asian Cocktail Bar Coming to the East Village,"Avalon Bowery Place, 13 E 1st St, New York, NY 10003",https://whatnow.com/new-york/restaurants/southeast-asian-cocktail-bar-coming-to-the-east-village/
"July 10, 2026",The K Bakery Making Palisades Return At Palisades Village | What Now Los Angeles,"1061 N Swarthmore Ave, Pacific Palisades, CA 90272",https://whatnow.com/los-angeles/restaurants/the-k-bakery-making-palisades-return-at-palisades-village/
"July 10, 2026",Veteran Team Planning All-Day New American Spot in the East Village,"41 St Marks Pl, New York, NY 10003",https://whatnow.com/new-york/restaurants/veteran-team-planning-all-day-new-american-spot-in-the-east-village/
"July 10, 2026",Piada Italian Street Food Plans New Location in Rowlett,"2700 Lakeview Pkwy, Rowlett #100, TX 75088, USA",https://whatnow.com/dallas/restaurants/piada-italian-street-food-plans-new-location-in-rowlett/
"July 10, 2026",Matcha House to Open in Downtown Phoenix This Summer,,https://whatnow.com/phoenix/restaurants/matcha-house-to-open-in-downtown-phoenix-this-summer/
"July 10, 2026",Pollyanna Brewing Owner to Bring Alarmist Brewery Space Back to Life,"4055 W Peterson Ave Ste Rear, Chicago, IL 60646",https://whatnow.com/chicago/restaurants/pollyanna-brewing-owner-to-bring-back-alarmist-brewery-space-back-to-life/
"July 10, 2026",Anchorhead Coffee Opening Fourth Seattle Cafe,"4233 SW Alaska St, Seattle, WA 98116",https://whatnow.com/seattle/restaurants/anchorhead-coffee-opening-fourth-seattle-cafe/
"July 10, 2026",Popular Pop-Up Blackout Burger Is Putting Down Roots in North Charleston,"1813 Reynolds Ave., North Charleston, SC 29405",https://whatnow.com/charleston/restaurants/popular-pop-up-blackout-burger-is-putting-down-roots-in-north-charleston/
"July 10, 2026","Moos and Brews Planning Two Locations, Both Opening This Summer | What Now Atlanta",,https://whatnow.com/atlanta/restaurants/moos-and-brews-planning-two-locations-both-opening-this-summer/
"July 10, 2026",Hopdoddy Burger Bar is Under New Management,,https://whatnow.com/houston/restaurants/hopdoddy-burger-bar-is-under-new-management/
"July 10, 2026",Saint Honore is Working on a Third Location,"3071 S Rancho Dr, Las Vegas, NV 89102",https://whatnow.com/las-vegas/restaurants/saint-honore-is-working-on-a-third-location/
"July 10, 2026",Juici Patties Announces Two More Massachusetts Locations in Everett and Brockton,,https://whatnow.com/boston/restaurants/juici-patties-announces-two-more-massachusetts-locations-in-everett-and-brockton/
"July 10, 2026",Domino's Pizza to Open in the Shops at Katy Lakes,"24919 FM 529, Katy, TX 77449",https://whatnow.com/houston/restaurants/dominos-pizza-to-open-in-the-shops-at-katy-lakes/
"July 10, 2026",Beloved Jamaican Chain Juici Patties Bringing Savory Pastries to Roxbury,"16 Taber St, Unit 1R, Roxbury, MA 02119",https://whatnow.com/boston/restaurants/beloved-jamaican-chain-juici-patties-bringing-savory-pastries-to-roxbury/
"July 10, 2026",New Donut and Coffee Shop Rise & Glaze Coming to Scotlandville,"8235 Scenic Hwy, Baton Rouge, LA 70807",https://whatnow.com/new-orleans/restaurants/new-donut-and-coffee-shop-rise-glaze-coming-to-scotlandville/
"July 10, 2026",Nashville Coop Brings Ethiopian-Inspired Hot Chicken to Philadelphia,,https://whatnow.com/philadelphia/restaurants/nashville-coop-brings-ethiopian-inspired-hot-chicken-to-philadelphia/
"July 10, 2026",Carrot Express Opening a Second Brickell Location,"1057 Brickell Plaza, Miami, FL 33131",https://whatnow.com/uncategorized/restaurants/carrot-express-opening-a-second-brickell-location/
"July 10, 2026",Royale Pizza Napoletana is Bringing Tokyo-Style Pizza to Miami Beach,"1680 Meridian Ave, Miami Beach, FL 33139",https://whatnow.com/miami/restaurants/royale-pizza-napoletana-is-bringing-tokyo-style-pizza-to-miami-beach/
"July 10, 2026",The Oberlin Hotel Plans Sixth-Floor Restaurant Wren,"501 Woodburn Rd, Raleigh, NC 27605, USA",https://whatnow.com/charlotte/restaurants/the-oberlin-hotel-plans-sixth-floor-restaurant-wren/
"July 10, 2026",Corner Pantry Moving Hot Food and Catering Business to New Lafayette Location,"203 Winchester Dr, Lafayette, LA 70506",https://whatnow.com/new-orleans/restaurants/corner-pantry-moving-hot-food-and-catering-business-to-new-lafayette-location/
"July 10, 2026",Flying Heart Brewing & Pub Opening New North Bossier Parish Location,"5440 Airline Dr, Bossier City, LA 71111",https://whatnow.com/new-orleans/restaurants/flying-heart-brewing-pub-opening-new-north-bossier-parish-location/
"July 10, 2026",Battleground Butcher Bar Eyes Late Summer Debut in Greensboro,"1013 Battleground Ave, Greensboro, NC 27408, USA",https://whatnow.com/charlotte/restaurants/battleground-butcher-bar-eyes-late-summer-debut-in-greensboro/
"July 10, 2026",Post Oak Barbecue Bringing Texas-Style Flavors to Second Denver Location,"1737 E Evans Ave, Denver, CO 80210",https://whatnow.com/denver/restaurants/post-oak-barbecue-bringing-texas-style-flavors-to-second-denver-location/
"July 10, 2026",The Brookline Bakery Behind 35 Years of Birthdays and Weddings Is Closing,"1356 Beacon St, Brookline, MA 02446, United States",https://whatnow.com/boston/restaurants/the-brookline-bakery-behind-35-years-of-birthdays-and-weddings-is-closing/
"July 10, 2026",Gioia Hospitality Group Planning New Waterfront Restaurant,"560 NE 34th St, Miami, FL 33137",https://whatnow.com/uncategorized/restaurants/gioia-hospitality-group-planning-new-waterfront-restaurant/
"July 10, 2026",Lina's Bakery & Café to Join North Raleigh Dining Scene This August,"Raleigh, NC, USA",https://whatnow.com/charlotte/restaurants/linas-bakery-cafe-to-join-north-raleigh-dining-scene-this-august/
"July 10, 2026",Shiso is Transforming into Wynwood Event Center,"239 NW 28th St, Miami, FL 33127",https://whatnow.com/miami/restaurants/shiso-is-transforming-into-wynwood-event-center/
"July 10, 2026",Long Island Cafe to Bring Breakfast and Lunch Options to Marshall,,https://whatnow.com/detroit/restaurants/long-island-cafe-to-bring-breakfast-and-lunch-options-to-marshall/
"July 10, 2026",Cheongsu to Open Tranquil Korean Dessert Café in Allston,"144 Harvard Ave, Allston, MA 02134",https://whatnow.com/boston/restaurants/cheongsu-to-open-tranquil-korean-dessert-cafe-in-allston/
"July 10, 2026",Golden Triangle Celebration Bakery to Close August 29 After Decades in Business,"1160 Speer Blvd, Denver, CO 80204",https://whatnow.com/denver/restaurants/golden-triangle-celebration-bakery-to-close-august-29-after-decades-in-business/
"July 10, 2026",Gordo's Cantina Planning to Open in Chewelah,"209 N Park St, Chewelah, WA 99109",https://whatnow.com/seattle/restaurants/gordos-cantina-planning-to-open-in-chewelah/
"July 10, 2026",Rec Room Planning New Entertainment Venue in Snoqualmie,"7727 Center Blvd SE, Snoqualmie, WA 98065",https://whatnow.com/seattle/restaurants/rec-room-planning-new-entertainment-venue-in-snoqualmie/
"July 10, 2026","Sophisticated, Approachable Cocktail Bar Planned for the Lower East Side","98 Rivington St, New York, NY 10002",https://whatnow.com/new-york/restaurants/sophisticated-approachable-cocktail-bar-planned-for-the-lower-east-side/
"July 10, 2026",Beloved Uptown Houston Italian Eatery Shuts Down Suddenly,"1800 Post Oak Blvd, Houston, TX 77056, USA",https://whatnow.com/houston/restaurants/beloved-uptown-houston-italian-eatery-shuts-down-suddenly/
"July 10, 2026",Chef Rochelle Daniel Opening Two New Flagstaff Concepts,"101 N Leroux St, Flagstaff, AZ 86001, USA",https://whatnow.com/phoenix/restaurants/chef-rochelle-daniel-opening-two-new-flagstaff-concepts/
"July 10, 2026",A New Tequila and Mezcal Bar Has Arrived in Humboldt Park,"819 N California Ave, Chicago, IL 60622, United States",https://whatnow.com/chicago/restaurants/a-new-tequila-and-mezcal-bar-has-arrived-in-humboldt-park/
"July 10, 2026",A Barcelona-Born Tapas and Paella Spot Makes La Jolla Debut,"4545 La Jolla Village Drive, Suite E-25, San Diego, CA 92122",https://whatnow.com/san-diego/restaurants/a-barcelona-born-tapas-and-paella-spot-makes-la-jolla-debut/
"July 10, 2026","Thai Marche, Hot New Concept, Set to Hit the Las Vegas Valley","809 N Main St, Las Vegas, NV 89101",https://whatnow.com/las-vegas/restaurants/thai-marche-hot-new-concept-set-to-hit-the-las-vegas-valley/
"July 09, 2026",HB Protein Smoothies Signs Houston 6-Unit Deal,,https://whatnow.com/houston/restaurants/hb-protein-smoothies-signs-houston-6-unit-deal/
"July 09, 2026",De Babel Expanding With Second Scottsdale Location,,https://whatnow.com/phoenix/restaurants/de-babel-expanding-with-second-scottsdale-location/
"July 09, 2026",Tenleytown to Welcome New Indian Dining Experience,"4000 Wisconsin Ave, Washington, DC 20016",https://whatnow.com/washington-dc/restaurants/tenleytown-to-welcome-new-indian-dining-experience/
"July 09, 2026",Tortilleria El Taquito Marisquero Plans New Location in East Austin,"14509 FM 969, Austin, TX 78724, USA",https://whatnow.com/austin/restaurants/tortilleria-el-taquito-marisquero-plans-new-location-in-east-austin/
"July 09, 2026",McDonald’s Coming to Faubourg Contrecœur,"3553 Rue de Contrecoeur, Montréal, QC H1L 4A1, Canada",https://whatnow.com/montreal/restaurants/mcdonalds-coming-to-faubourg-contrecoeur/
"July 09, 2026",Bagel Street Cafe Expands To Fremont,"46700 Fremont Blvd, Fremont, CA 94538",https://whatnow.com/san-francisco/restaurants/bagel-street-cafe-expands-to-fremont/
"July 09, 2026",7 Brew Coffee Planning Another Mesa Location at Destination at Gateway,,https://whatnow.com/phoenix/restaurants/7-brew-coffee-planning-another-mesa-location-at-destination-at-gateway/
"July 09, 2026",Throne Room Opening Inside Kindred in South Park,"1503 30th St, San Diego, CA 92102",https://whatnow.com/san-diego/restaurants/throne-room-opening-inside-kindred-in-south-park/
"July 09, 2026","Chicken Sandwich Restaurant, The Bird, Eyes New San Francisco Location","2031 Chestnut St, San Francisco, CA 94123",https://whatnow.com/san-francisco/restaurants/chicken-sandwich-restaurant-the-bird-eyes-new-san-francisco-location/
"July 09, 2026",Milwaukie's Own Brewery Is Finally Getting a Home and It's Going to Be Something Special,"10909 SE Main St, Milwaukie, OR 97222, USA",https://whatnow.com/portland/restaurants/milwaukies-own-brewery-is-finally-getting-a-home-and-its-going-to-be-something-special/
"July 09, 2026",King Kebab to Reign in Herndon,,https://whatnow.com/washington-dc/restaurants/king-kebab-to-reign-in-herndon/
"July 09, 2026","SF Hospitality Leaders Connect at What Now Accelerate Event, Hosted by Hungry Tables","257 3rd St, San Francisco, CA 94103",https://whatnow.com/san-francisco/restaurants/sf-hospitality-leaders-connect-at-what-now-accelerate-event-hosted-by-hungry-tables/
"July 09, 2026",Holy Chuck Burgers Acquired by MHRA Hospitality,"315 Mapleview Dr W, Barrie, ON L4N 9E8, Canada",https://whatnow.com/toronto/restaurants/holy-chuck-burgers-acquired-by-mhra-hospitality/
"July 09, 2026",Overflo Potato to Open First Brick-and-Mortar Restaurant This August,"2710 6th Ave, Tacoma, WA 98406",https://whatnow.com/seattle/restaurants/overflo-potato-to-open-first-brick-and-mortar-restaurant-this-august/
"July 09, 2026",A New Bar Is Coming to NE Sandy Boulevard,"13852 NE Sandy Blvd, Portland, OR 97230, USA",https://whatnow.com/portland/restaurants/a-new-bar-is-coming-to-ne-sandy-boulevard/
"July 09, 2026",La Tequila Plans to Open in Marble Falls,"900 RM 1431, Marble Falls, TX 78654",https://whatnow.com/austin/restaurants/la-tequila-plans-to-open-in-marble-falls/
"July 09, 2026",Barbacana Celebrates Houston Through Global Flavors and Community,"907 Franklin StHouston, TX 77002",https://whatnow.com/houston/restaurants/barbacana-celebrates-houston-through-global-flavors-and-community/
