date,title,address,url
"August 31, 2026",Bojangles to Open on Flamingo Across from the Rio Hotel & Casino,"3685 W Flamingo Rd, Las Vegas, NV 89103",https://whatnow.com/las-vegas/restaurants/bojangles-to-open-on-flamingo-across-from-the-rio-hotel-casino/
"August 31, 2026",Pizaro's Pizza Continues to Expand With an Opening Coming to the North Braes Shopping Center,"9150 Chimney Rock Rd, Houston, TX 77096",https://whatnow.com/houston/restaurants/pizaros-pizza-continues-to-expand-with-an-opening-coming-to-the-north-braes-shopping-center/
"August 31, 2026",Home Baker Bringing Pastries and Drinks to New Location in Edgebrook,"5412 W Devon Ave, Chicago, IL 60646",https://whatnow.com/chicago/restaurants/homebaker-bringing-pastries-and-drinks-to-new-location-in-edgebrook/
"August 31, 2026",Live Fire & Smoke Set to Replace Smokey Oaks Tavern in Fair Oaks,"9634 Fair Oaks Blvd, Fair Oaks, CA 95628",https://whatnow.com/sacramento/restaurants/live-fire-smoke-set-to-replace-smokey-oaks-tavern-in-fair-oaks/
"August 31, 2026",Freeport Bakery Sold to Fellow Sacramento Baking Institution Ettore's,"2966 Freeport Blvd, Sacramento, CA 95818",https://whatnow.com/sacramento/restaurants/freeport-bakery-sold-to-fellow-sacramento-baking-institution-ettores/
"August 31, 2026",Hot Metairie Spot Transitioning to Uptown Location,"4842 Tchoupitoulas St, New Orleans, LA 70115",https://whatnow.com/new-orleans/restaurants/hot-metairie-spot-transitioning-to-uptown-location/
"August 31, 2026",Owner of Tru Pizza Co. in Wyandotte Converting Building into New Concept,"3144 Biddle Ave, Wyandotte, MI 48192",https://whatnow.com/detroit/restaurants/owner-of-tru-pizza-co-in-wyandotte-converting-building-into-new-concept/
"August 31, 2026",Hotel Z Rebranding as Stellen San Diego Gaslamp Under New Ownership,"521 Sixth Ave, San Diego, CA 92101",https://whatnow.com/san-diego/restaurants/hotel-z-rebranding-as-stellen-san-diego-gaslamp-under-new-ownership/
"August 31, 2026",Acadiana-Based Mexican Fusion Truck Establishing Brick-and-Mortar Location,"1315 1st Ave, Kinder, LA 70648",https://whatnow.com/new-orleans/restaurants/acadiana-based-mexican-fusion-truck-establishing-brick-and-mortar-location/
"August 31, 2026",First Conveyor Belt Sushi Spot in New Orleans Set to Open This Fall,"1200 Poydras St, New Orleans, LA 70113",https://whatnow.com/new-orleans/restaurants/first-conveyor-belt-sushi-spot-in-new-orleans-set-to-open-this-fall/
"August 31, 2026",Olive Garden Remains Tied to Sanford’s Adams Village Development,"3350 NC-87, Sanford, NC 27332, USA",https://whatnow.com/charlotte/restaurants/olive-garden-remains-tied-to-sanfords-adams-village-development/
"August 31, 2026",Zen Cafe Brings Global Inspiration and 'Freshest' Coffee to Bethlehem,"3 W Morton St., Bethlehem, PA 18015",https://whatnow.com/philadelphia/restaurants/zen-cafe-brings-global-inspiration-and-freshest-coffee-to-bethlehem/
