date,title,address,url
"August 30, 2026",Ballston to Get Heaping Helping of Italian Cuisine in 2027,"4075 Wilson Blvd #120, Arlington, VA 22203",https://whatnow.com/washington-dc/restaurants/ballston-to-get-heaping-helping-of-italian-cuisine-in-2027/
"August 30, 2026",Music and Drinks to return to Highland Street Storefront,"535 S Highland St, Memphis, TN 38111",https://whatnow.com/memphis/restaurants/music-and-drinks-to-return-to-highland-street-storefront/
"August 30, 2026",Progress Heating up on New Marshall Steakhouse Location,,https://whatnow.com/memphis/restaurants/progress-heating-up-on-new-marshall-steakhouse-location/
"August 30, 2026","Memphis, Get Ready to Kiss your Worries Goodbye and Smooches Hello",,https://whatnow.com/memphis/restaurants/memphis-get-ready-to-kiss-your-worries-goodbye-and-smooches-hello/
"August 30, 2026",Legend of Spice Group Opening Restaurant In Ottawa | What Now Montreal,"99 Rideau St, Ottawa, ON K1N 5X1, Canada",https://whatnow.com/montreal/restaurants/legend-of-spice-group-opening-restaurant-in-ottawa/
"August 29, 2026",Cooper’s Hawk Winery & Restaurant Coming to Centennial,"9511 E County Line Rd, Centennial, CO 80112",https://whatnow.com/denver/restaurants/coopers-hawk-winery-restaurant-coming-to-centennial/
"August 29, 2026",LongHorn Steakhouse Announces Opening Date for Pueblo Location,"5770 N Elizabeth Street Pueblo, CO 81008",https://whatnow.com/denver/restaurants/longhorn-steakhouse-announces-opening-date-for-pueblo-location/
"August 29, 2026",Forest Hill Dining Scene About to get Lucky AF,"4701 Forest Hill Ave c1, Richmond, VA 23225",https://whatnow.com/washington-dc/restaurants/forest-hill-dining-scene-about-to-get-lucky-af/
"August 29, 2026",Solace Brewing Heads to Ballston,"4201 Wilson Blvd, Arlington, VA 22203",https://whatnow.com/washington-dc/restaurants/solace-brewing-heads-to-ballston/
"August 29, 2026",Magnaye Coffee & Goods Coming to Normal Heights,"4456 30th St, San Diego, CA 92116",https://whatnow.com/san-diego/restaurants/magnaye-coffee-goods-coming-to-normal-heights/
"August 29, 2026",Love Notes Coffee & Wine Coming to West Adams,"4770 W Adams Blvd, Los Angeles, CA 90016",https://whatnow.com/los-angeles/restaurants/love-notes-coffee-wine-coming-to-west-adams/
