date,title,address,url
"June 25, 2026",Libro to Bring Elevated but Approachable Dining to Memphis Art Museum,"1934 Poplar Ave, Memphis, TN 38104",https://whatnow.com/memphis/restaurants/libro-to-bring-elevated-but-approachable-dining-to-memphis-art-museum/
"June 25, 2026",Slice House Plans Brentwood Debut on Sand Creek Road for Fall 2026,"2523 Sand Creek Rd, Brentwood, CA 94513",https://whatnow.com/san-francisco/restaurants/slice-house-plans-brentwood-debut-on-sand-creek-road-for-fall-2026/
"June 25, 2026",Osen Urban Table Eyes Location in Fullerton,"1050 W Valencia Dr, Fullerton, CA 92833",https://whatnow.com/orange-county/restaurants/osen-urban-table-eyes-location-in-fullerton/
"June 25, 2026",Dan’s Snack Bar Coming to Downtown Decatur,"406 Church St, Decatur, GA 30030",https://whatnow.com/atlanta/restaurants/dans-snack-bar-coming-to-downtown-decatur/
"June 25, 2026",Broken Yolk Café Plans San Clemente Expansion for Late 2026,,https://whatnow.com/orange-county/restaurants/broken-yolk-cafe-plans-san-clemente-expansion-for-late-2026/
"June 25, 2026",Drink 182 Making Ocean Beach Debut this Summer,"5049 Newport Ave, San Diego, CA 92107",https://whatnow.com/san-diego/restaurants/drink-182-making-ocean-beach-debut-this-summer/
"June 25, 2026",Ô Quai des Brasseurs Expanding to Sainte-Marguerite-du-Lac-Masson,,https://whatnow.com/montreal/restaurants/o-quai-des-brasseurs-expanding-to-sainte-marguerite-du-lac-masson/
"June 25, 2026",Pasta Basta Coming to Mirvish Village,"595 Markham St, Toronto, ON M6G 0B3, Canada",https://whatnow.com/toronto/restaurants/pasta-basta-coming-to-mirvish-village/
"June 25, 2026",Chocolats Favoris Relocating to Downtown Rimouski,"100 Rue St Germain O, Rimouski, QC G5L 4B5, Canada",https://whatnow.com/montreal/restaurants/chocolats-favoris-relocating-to-downtown-rimouski/
"June 25, 2026",Darbar by Lyari: A New Authentic Pakistani Concept May Open in Plano,"2040 W Spring Creek Pkwy #134, Plano, TX 75023, USA",https://whatnow.com/dallas/restaurants/darbar-by-lyari-a-new-authentic-pakistani-concept-may-open-in-plano/
"June 25, 2026",Layne's Chicken Fingers to Bring Its Fan-Favorite Fingers to Temple,"6934 W Adams Ave, Temple, TX 76502, USA",https://whatnow.com/austin/restaurants/laynes-chicken-fingers-to-bring-its-fan-favorite-fingers-to-temple/
"June 25, 2026","Earth Coffee Plans to Bring Its Organic, Community-Focused Café Experience to Little Elm","305 E Eldorado Pkwy #320, Little Elm, TX 75068, USA",https://whatnow.com/dallas/restaurants/earth-coffee-plans-to-bring-its-organic-community-focused-cafe-experience-to-little-elm/
"June 25, 2026",Chubby Social and Chubby Cove Set to Join Topanga Social,"6600 CA-27, Woodland Hills, CA 91303",https://whatnow.com/los-angeles/restaurants/chubby-social-and-chubby-cove-set-to-join-topanga-social/
"June 25, 2026",Kasamar to Debut in Hermosa Beach,"19 Pier Ave, Hermosa Beach, CA 90254",https://whatnow.com/los-angeles/restaurants/kasamar-to-debut-in-hermosa-beach/
"June 25, 2026",Historic Boston Beer Hall Jacob Wirth Could Finally Reopen After Years of Setbacks,"31-37 Stuart St, Boston, MA 02116",https://whatnow.com/boston/restaurants/historic-boston-beer-hall-jacob-wirth-could-finally-reopen-after-years-of-setbacks/
"June 25, 2026",Magnolia Bakery Plans Major Ontario Expansion,,https://whatnow.com/toronto/restaurants/magnolia-bakery-plans-major-ontario-expansion/
"June 25, 2026",Handel's Ice Cream Working on Clairemont Site,"4227 Genesee Ave, San Diego, CA 92117",https://whatnow.com/san-diego/restaurants/handels-ice-cream-working-on-clairemont-site/
"June 25, 2026",New Savannah Bourbon Bar to Feature $500 Shots and Private Barrels,"107 W Broughton St., Savannah, GA 31401",https://whatnow.com/charleston/restaurants/new-savannah-bourbon-bar-to-feature-500-shots-and-private-barrels/
