date,title,address,url
"September 10, 2026",Lazy Dog Restaurant & Bar Still Coming to Castle Rock,"5949 Alpine Vis Cir, Castle Rock, CO 80108",https://whatnow.com/denver/restaurants/lazy-dog-restaurant-bar-still-coming-to-castle-rock/
"September 10, 2026",Noble Steakhouse Bringing a New Take on the Classic Steakhouse to Downtown Denver,"1525 Blake St, Denver, CO 80202",https://whatnow.com/denver/restaurants/noble-steakhouse-bringing-a-new-take-on-the-classic-steakhouse-to-downtown-denver/
"September 10, 2026",The Neighborhood Kitchen Opening in Winter Springs,"1301 Winter Springs Blvd, Winter Springs, FL 32708",https://whatnow.com/orlando/restaurants/the-neighborhood-kitchen-opening-in-winter-springs/
"September 10, 2026","Doubles Club Bringing Pickleball, Coffee and Cocktails to RiNo","3200 Larimer St, Denver, CO 80205",https://whatnow.com/denver/restaurants/doubles-club-bringing-pickleball-coffee-and-cocktails-to-rino/
"September 10, 2026",The Studio Karaoke Emphasizes What Memphis Hospitality Is All About,"3460 Plaza Ave, Memphis, TN 38111",https://whatnow.com/memphis/restaurants/the-studio-karaoke-emphasizes-what-memphis-hospitality-is-all-about/
"September 10, 2026",Kabab Avesta Plans Opening in Alafaya Village,"11750 E Colonial Dr, Orlando, FL 32817",https://whatnow.com/orlando/restaurants/kabab-avesta-plans-opening-in-alafaya-village/
"September 10, 2026",San Diego Hospitality Leaders Connect at What Now Networking Event,"789 W Harbor Dr #122, San Diego, CA 92101",https://whatnow.com/san-diego/restaurants/san-diego-hospitality-leaders-connect-at-what-now-networking-event/
"September 10, 2026",New Owners of Capers Steakhouse in Regent Park Reopening Iconic Spot,"14726 Gratiot Ave, Detroit, MI 48205",https://whatnow.com/detroit/restaurants/new-owners-of-capers-steakhouse-in-regent-park-reopening-iconic-spot/
"September 10, 2026",Bobblehead Brings Vinyl Cafe and Restaurant to East Village,"103 Avenue B, New York, NY 10009",https://whatnow.com/new-york/restaurants/bobblehead-brings-vinyl-cafe-and-restaurant-to-east-village/
"September 10, 2026",Little Saint Cocktail Co. Is Slated For Raleigh's North Hills Next Spring,"640 St Albans Dr, Raleigh, NC 27609, USA",https://whatnow.com/charlotte/restaurants/little-saint-cocktail-co-is-slated-for-raleighs-north-hills-next-spring/
"September 10, 2026",Bacio Di Latte To Open In Culver City,"3849 Main St, Culver City, CA 90232",https://whatnow.com/los-angeles/restaurants/bacio-di-latte-to-open-in-culver-city/
"September 10, 2026",A la Mode Pies Prepares to Reopen in Phinney Ridge,"5819 Phinney Ave. N., Suite 1, Seattle, WA 98103",https://whatnow.com/seattle/restaurants/a-la-mode-pies-prepares-to-reopen-in-phinney-ridge/
"September 10, 2026",Crab House Making a Splash With New Manhattan Location,"1 E 13th St., New York, NY 10003",https://whatnow.com/new-york/restaurants/crab-house-making-a-splash-with-new-manhattan-location/
"September 10, 2026",Bruster’s Ice Cream Opening at Foxbank Towne Center,"119-E Foxbank Plantation Blvd, Moncks Corner, SC 29461",https://whatnow.com/charleston/restaurants/brusters-ice-cream-opening-at-foxbank-towne-center/
"September 10, 2026",La La Land Kind Cafe to Open New Scottsdale Location,"7501 E McCormick Pkwy, Scottsdale, AZ 85258",https://whatnow.com/phoenix/restaurants/la-la-land-kind-cafe-to-open-new-scottsdale-location/
"September 10, 2026",Capperini Bringing Italian-Mediterranean Fare to Glenside,"137 S Easton Rd., Glenside, PA 19038",https://whatnow.com/philadelphia/restaurants/capperini-bringing-italian-mediterranean-fare-to-glenside/
"September 10, 2026",The Vintner and The Baker Will Shift From Morning Pastries to Evening Wine in Durham,"949 Washington St, Durham, NC 27701, USA",https://whatnow.com/charlotte/restaurants/the-vintner-and-the-baker-will-shift-from-morning-pastries-to-evening-wine-in-durham/
"September 10, 2026",Local Chef Plans Italian Bakery-Café and Wine Bar in Dorchester,"1448 Dorchester Ave, Boston, MA 02122",https://whatnow.com/boston/restaurants/local-chef-plans-italian-bakery-cafe-and-wine-bar-in-dorchester/
"September 10, 2026",Life Time Opening Its Second Tampa Bay Location This Fall,"5000 Lakewood Ranch Blvd N, Sarasota, FL 34240",https://whatnow.com/tampa/restaurants/life-time-opening-its-second-tampa-bay-location-this-fall/
"September 10, 2026",Restaurant Cornelia Will Bring a New Fine-Dining Experience to Downtown Durham,"949 Washington St, Durham, NC 27701, USA",https://whatnow.com/charlotte/restaurants/restaurant-cornelia-will-bring-a-new-fine-dining-experience-to-downtown-durham/
"September 10, 2026",Makenna Koffee Plans New San Diego Location,"2736 Garnet Ave., San Diego, CA 92109",https://whatnow.com/san-diego/restaurants/makenna-koffee-plans-new-san-diego-location/
"September 10, 2026",Florida-Based OMAKAI Coming to Fulton Market and River North,,https://whatnow.com/chicago/restaurants/florida-based-omakai-coming-to-fulton-market-and-river-north/
"September 10, 2026",Dreamy Scoops Opening Soon in Tarpon Springs,"927 Dodecanese Blvd, Tarpon Springs, FL 34689",https://whatnow.com/tampa/restaurants/dreamy-scoops-opening-soon-in-tarpon-springs/
"September 10, 2026",Flamin’ Feathers to Open Nashville Hot Chicken Restaurant in Cincinnati,"1500 Race St, Cincinnati, OH 45202, USA",https://whatnow.com/columbus/restaurants/flamin-feathers-to-open-nashville-hot-chicken-restaurant-in-cincinnati/
"September 10, 2026",“Boutique Wellness-Driven Hotel” Planned for Johns Island,"Maybank Hwy & Wildts Battery Blvd, Charleston, SC 29455",https://whatnow.com/charleston/restaurants/boutique-wellness-driven-hotel-planned-for-johns-island/
