date,title,address,url
"September 12, 2026",Shibam Coffee Plans Orlando Debut,"3370 Rouse Rd, Orlando, FL 32817",https://whatnow.com/orlando/restaurants/shibam-coffee-plans-orlando-debut/
"September 12, 2026",Peruanísima Bakery Looks to Be Expanding to Orlando for Second Location,"12720 S Orange Blossom Trl, Orlando, FL 32837",https://whatnow.com/orlando/restaurants/peruanisima-bakery-looks-to-be-expanding-to-orlando-for-second-location/
"September 12, 2026",Planned East Irlo Bronson Memorial Highway Retail Center Includes New Portillo’s,"Aeronautical Dr & E Irlo Bronson Memorial Hwy, Kissimmee, FL 34744",https://whatnow.com/orlando/restaurants/planned-east-irlo-bronson-memorial-highway-retail-center-includes-new-portillos/
"September 12, 2026",Spice Palette Indian Cuisine Expanding to Summerville’s Nexton Community,"1287 Nexton Pkwy, Summerville, SC 29483",https://whatnow.com/charleston/restaurants/spice-palette-indian-cuisine-expanding-to-summervilles-nexton-community/
"September 12, 2026",Qdoba Plans Devine Street Location in Columbia,"4600 Devine St, Columbia, SC 29205",https://whatnow.com/charleston/restaurants/qdoba-plans-devine-street-location-in-columbia/
"September 12, 2026",Harbison Tsunami Restaurant Rebranding to Kahlo Mexican Kitchen and Sushi,"1290 Bower Pkwy, Columbia, SC 29212",https://whatnow.com/charleston/restaurants/harbison-tsunami-restaurant-rebranding-to-kahlo-mexican-kitchen-and-sushi/
"September 12, 2026",Spuds-N-Subs Bringing Loaded Potatoes and Premiums Subs to Second Myrtle Beach Location,"2304 N Kings Hwy, Myrtle Beach, SC 29577",https://whatnow.com/charleston/restaurants/spuds-n-subs-bringing-loaded-potatoes-and-premiums-subs-to-second-myrtle-beach-location/
"September 12, 2026",Wawa Plans New Riverview Location,"US-301 & Paseo Al Mar Blvd, Riverview, FL 33579",https://whatnow.com/tampa/restaurants/wawa-plans-new-riverview-location/
"September 12, 2026",SeaSpice Rooftop Club Opens at Broadway Near San Antonio’s Pearl,"1803 Broadway, San Antonio, TX 78215, USA",https://whatnow.com/san-antonio/restaurants/seaspice-rooftop-club-opens-at-1900-broadway-near-san-antonios-pearl/
"September 12, 2026",Café La Lele to Open First Brick-and-Mortar Coffee Shop in San Antonio,"106 Michigan Ave, San Antonio, TX 78201, USA",https://whatnow.com/san-antonio/restaurants/cafe-la-lele-to-open-first-brick-and-mortar-coffee-shop-in-san-antonio/
"September 12, 2026",Treetop Coffee Is Brewing a Second Knoxville Location at Lone Tree Pass,"Knoxville, TN 37902, USA",https://whatnow.com/nashville/restaurants/treetop-coffee-is-brewing-a-second-knoxville-location-at-lone-tree-pass/
"September 12, 2026",The Buffalo Room Will Bring a New VIP Experience to Grays on Main Later This Year,"332 Main St, Franklin, TN 37064, USA",https://whatnow.com/nashville/restaurants/the-buffalo-room-will-bring-a-new-vip-experience-to-grays-on-main-later-this-year/
