date,title,address,url
"July 05, 2026",More Wonder Planned for Virginia,"13257 Worth Ave, Woodbridge, VA 22192",https://whatnow.com/washington-dc/restaurants/more-wonder-planned-for-virginia/
"July 05, 2026",New Sandwich Shop Headed to Short Pump,"4336 Pouncey Tract Rd, Henrico, VA 23233",https://whatnow.com/washington-dc/restaurants/new-sandwich-shop-headed-to-short-pump/
"July 05, 2026",STK Steakhouse to Replace Kona Grill in Inner Harbor,"1 E Pratt St, Baltimore, MD 21202",https://whatnow.com/washington-dc/restaurants/stk-steakhouse-to-replace-kona-grill-in-inner-harbor/
"July 05, 2026",New Jack’s Family Restaurant Headed to Mississippi,"130 Edwards Cir, Flora, MS 39071",https://whatnow.com/memphis/restaurants/new-jacks-family-restaurant-headed-to-mississippi/
"July 05, 2026",Mexican Restaurant Readying for Memphis Debut,"5007 Black Rd, Memphis, TN 38117",https://whatnow.com/memphis/restaurants/mexican-restaurant-readying-for-memphis-debut/
"July 05, 2026",Aplós Simple Mediterranean Nears Oxford Opening,"803 Sisk Ave, Oxford, MS 38655",https://whatnow.com/memphis/restaurants/aplos-simple-mediterranean-nears-oxford-opening/
"July 05, 2026",Shivers Creek Catfish House to Open Fourth Location,"422 E Capitol St, Jackson, MS 39201",https://whatnow.com/memphis/restaurants/shivers-creek-catfish-house-to-open-fourth-location/
"July 04, 2026",P. Terry's Plans Additional San Antonio Expansion Following Employee Ownership Transition,,https://whatnow.com/san-antonio/restaurants/p-terrys-plans-additional-san-antonio-expansion-following-employee-ownership-transition/
"July 04, 2026",Storied Sítio El Tropicano Taps Emmer & Rye Hospitality Group to Lead Culinary Programme,,https://whatnow.com/san-antonio/restaurants/storied-sitio-el-tropicano-taps-emmer-rye-hospitality-group-to-lead-culinary-programme/
"July 03, 2026",Canadian Favorite JOEY Restaurants Bringing Globally Inspired Menu to Boston's Seaport,"250 Northern Ave, Boston, MA 02210",https://whatnow.com/boston/restaurants/canadian-favorite-joey-restaurants-bringing-globally-inspired-menu-to-bostons-seaport/
"July 03, 2026",Dotty’s Team to Wake Up Quincy With New Café Concept,"1250 Hancock St, Quincy, MA 02169",https://whatnow.com/boston/restaurants/dottys-team-to-wake-up-quincy-with-new-cafe-concept/
"July 03, 2026",Ember & Iron Announces Plans for New Location—Again!,"62 Spanish St, St. Augustine, FL 32084",https://whatnow.com/jacksonville/restaurants/ember-iron-announces-plans-for-new-location-again/
