date,title,address,url
"July 31, 2026",Don Patron Will Serve Up “A New Taste of Apopka Nights”,"34 E Main St, Apopka, FL 32703",https://whatnow.com/orlando/restaurants/don-patron-will-serve-up-a-new-taste-of-apopka-nights/
"July 31, 2026",Vivoli Il Gelato Opening New Location in Flamingo Crossing,"153 Sugar Belle Dr, Winter Garden, FL 34787",https://whatnow.com/orlando/restaurants/vivoli-il-gelato-opening-new-location-in-flamingo-crossing/
"July 31, 2026",7 Brew Coffee Planning New Drive-Thru Location in Powell,"4087 W Powell Rd, Powell, OH 43065, USA",https://whatnow.com/columbus/restaurants/7-brew-coffee-planning-new-drive-thru-location-in-powell/
"July 31, 2026",New Concept Coming from Visionary Local Restaurateur,"3218 Magazine St, New Orleans, LA 70115",https://whatnow.com/new-orleans/restaurants/new-concept-coming-from-visionary-local-restaurateur/
"July 31, 2026",Lounge XII Set to Bring Life and Legacy to New Orleans East,"9511 Chef Menteur Hwy, Suite 103, New Orleans, LA 70127",https://whatnow.com/new-orleans/restaurants/lounge-xii-set-to-bring-life-and-legacy-to-new-orleans-east/
"July 31, 2026",Pats Patty's to Open in Grand Flamingo Centre,"9701 W Flamingo Rd, Las Vegas, NV 89147",https://whatnow.com/las-vegas/restaurants/pats-pattys-to-open-in-grand-flamingo-centre/
"July 31, 2026",BEST Coffee Searching for New Home as Portland Food Hall Lease Winds Down,"827 SW 2nd Ave, Portland, OR 97204",https://whatnow.com/portland/restaurants/best-coffee-searching-for-new-home-as-portland-food-hall-lease-winds-down/
"July 31, 2026","Luxury Home Décor Boutique, Maison Ludeau, Set to Join Magazine Street","5517 Magazine St, New Orleans, LA 70115",https://whatnow.com/new-orleans/restaurants/luxury-home-decor-boutique-maison-ludeau-set-to-join-magazine-street/
"July 31, 2026","After Five Years, Craft Kafe Plans Opening on 34th Street South in St. Pete","4725 34th St S, St. Petersburg, FL 33711",https://whatnow.com/tampa/restaurants/after-five-years-craft-kafe-plans-opening-on-34th-street-south-in-st-pete/
"July 31, 2026",Mediterranean Twin-Concept Marigny Spot Planning Canal Street Location,"835 Canal St, New Orleans, LA 70112",https://whatnow.com/new-orleans/restaurants/mediterranean-twin-concept-marigny-spot-planning-canal-street-location/
"July 31, 2026",Cajun Café Opening in Lake Charles,"2500 Kirkman St, Lake Charles, LA 70601",https://whatnow.com/new-orleans/restaurants/cajun-cafe-opening-in-lake-charles/
"July 31, 2026",SeaKing Ice Cream Opening New Ice Cream Shop,"7650 S Tamiami Trl, Sarasota, FL 34231",https://whatnow.com/tampa/restaurants/seaking-ice-cream-opening-new-ice-cream-shop/
"July 31, 2026",Flying Biscuit Cafe to Bring Sunny-Side Up Disposition to Magnolia,"5667 FM 1488, Magnolia, TX 77354",https://whatnow.com/houston/restaurants/flying-biscuit-cafe-to-bring-sunny-side-up-disposition-to-magnolia/
"July 31, 2026",Filipino Pop-Up Zarate Tiki Co. Opening Brick-and-Mortar Location | What Now Atlanta,"493 Flat Shoals Ave SE, Atlanta, GA 30316",https://whatnow.com/atlanta/restaurants/filipino-pop-up-zarate-tiki-co-opening-brick-and-mortar-location/
"July 31, 2026",West Hollywood's Soma Suisan Planning Hollywood Relocation | What Now Los Angeles,"6801 Hollywood Blvd c5 525, Hollywood, CA 90028",https://whatnow.com/los-angeles/restaurants/west-hollywoods-soma-suisan-planning-hollywood-relocation/
"July 31, 2026",SunLife Organics is Coming to Wynwood,"101 NW 22nd St, Miami, FL 33142",https://whatnow.com/miami/restaurants/sunlife-organics-is-coming-to-wynwood/
"July 31, 2026",SoHo to Welcome New Italian Restaurant: Levanto,"149 Grand St., New York, NY 10013",https://whatnow.com/new-york/restaurants/soho-to-welcome-new-italian-restaurant-levanto/
"July 31, 2026",Passion and Perseverance Shown in Miss Chickpea's Bake Shop Success,"10105 Broadway, San Antonio, TX 78217",https://whatnow.com/san-antonio/restaurants/passion-and-perseverance-shown-in-miss-chickpeas-bake-shop-success/
"July 31, 2026",APM Restaurant Group to Open Niwa in West Palm Beach,"523 Park Pl, West Palm Beach, FL 33401",https://whatnow.com/miami/restaurants/apm-restaurant-group-to-open-niwa-in-west-palm-beach/
"July 31, 2026",Wonder Eyeing Wellesley for Another Greater Boston Food Hall Location,"Wellesley Square, Wellesley, MA 02482",https://whatnow.com/boston/restaurants/wonder-eyeing-wellesley-for-another-greater-boston-food-hall-location/
"July 31, 2026",Calaveras Cantina Announces Plans to Open at Mayla Pompano,"2335 E Atlantic Blvd, Pompano Beach, FL 33062",https://whatnow.com/miami/restaurants/calaveras-cantina-announces-plans-to-open-at-mayla-pompano/
