date,title,address,url
"August 10, 2026",Imperial Woodpecker Sno-Balls Coming to City Park,"33 Dreyfous Dr, New Orleans, LA 70119",https://whatnow.com/new-orleans/restaurants/imperial-woodpecker-sno-balls-coming-to-city-park/
"August 10, 2026",West Village to Welcome Bacio di Latte's First NYC Shop,"287 Bleecker St., New York, NY 10014",https://whatnow.com/new-york/restaurants/west-village-to-welcome-bacio-di-lattes-first-nyc-shop/
"August 10, 2026",Celina's Bar and Grill in Madison Heights Expanding with New Fraser Restaurant,"34360 Utica Rd, Fraser, MI 48026",https://whatnow.com/detroit/restaurants/celinas-bar-and-grill-in-madison-heights-expanding-with-new-fraser-restaurant/
"August 10, 2026",85°C Bakery Cafe to Open Baton Rouge Location This Fall,"7044 Siegen Ln, Baton Rouge, LA 70809",https://whatnow.com/new-orleans/restaurants/85c-bakery-cafe-to-open-baton-rouge-location-this-fall/
"August 10, 2026",New Owners Revive Historic Spring City Hotel Restaurant,"88 N Main St., Spring City, PA 19475",https://whatnow.com/philadelphia/restaurants/new-owners-revive-historic-spring-city-hotel-restaurant/
"August 10, 2026",Legendary Central Texas Barbecue Is Opening Its First Houston Restaurant,"1329 N Shepherd Dr, Houston, TX 77008",https://whatnow.com/houston/restaurants/legendary-central-texas-barbecue-is-opening-its-first-houston-restaurant/
"August 10, 2026",A New Restaurant Is Opening in Chico With a Longtime Local at the Helm,"2018 Forest Ave, Chico, CA 95928",https://whatnow.com/sacramento/restaurants/a-new-restaurant-is-opening-in-chico-with-a-longtime-local-at-the-helm/
"August 10, 2026",North Texas Family-Owned Japanese Restaurant Is Closing Its Frisco Location,"2693 Preston Rd Ste 1040, Frisco, TX 75034",https://whatnow.com/dallas/restaurants/north-texas-family-owned-japanese-restaurant-is-closing-its-frisco-location/
"August 10, 2026",Joe & the Juice Planning a Delray Shop,"1821 S Federal Hwy, Delray Beach, FL 33483",https://whatnow.com/miami/restaurants/joe-the-juice-planning-a-delray-shop/
"August 10, 2026",Hawaiian Fast-Casual Restaurant Chain Is Opening Its Third San Diego County Location,"11846 Carmel Mountain Rd, San Diego, CA 92128, United States",https://whatnow.com/san-diego/restaurants/hawaiian-fast-casual-restaurant-chain-is-opening-its-third-san-diego-county-location/
"August 10, 2026",A Classic American Restaurant Chain Is Opening Its First Athens Location,"196 Alps Rd, Athens, GA 30606",https://whatnow.com/atlanta/restaurants/a-classic-american-restaurant-chain-is-opening-its-first-athens-location/
"August 10, 2026",A James Beard Award-Winning Chef Is Opening a New Café in Rittenhouse,"1620 Sansom St Ste C3, Philadelphia, PA 19103, United States",https://whatnow.com/philadelphia/restaurants/a-james-beard-award-winning-chef-is-opening-a-new-cafe-in-rittenhouse/
"August 10, 2026",Beloved French Bakery and Cafe in New York Closes Its Upper East Side Location,"355 E 78th St, New York, NY 10075",https://whatnow.com/new-york/restaurants/beloved-french-bakery-and-cafe-in-new-york-closes-its-upper-east-side-location/
