date,title,address,url
"May 28, 2026",Slice Deli to Bring a Taste of Italy to the Valley,"1563 S Commerce St, Las Vegas, NV 89102",https://whatnow.com/las-vegas/restaurants/slice-deli-to-bring-a-taste-of-italy-to-the-valley/
"May 28, 2026",Playa Bowls to Open in the Sugar Land Town Square,"2735 Town Center Blvd N, Sugar Land, TX 77479",https://whatnow.com/houston/restaurants/playa-bowls-to-open-in-the-sugar-land-town-square/
"May 27, 2026",Petra Pastry Cooking up New Location,"4205 Hacks Cross Rd, Memphis, TN 38125",https://whatnow.com/memphis/restaurants/petra-pastry-cooking-up-new-location/
"May 27, 2026",New Sports Bar from Eat Restaurant Partners Planned for Virginia,,https://whatnow.com/washington-dc/restaurants/new-sports-bar-from-eat-restaurant-partners-planned-for-virginia/
"May 27, 2026",Sushi by Bou Bringing Incomparable Omakase Dining to Reston,"1800 Presidents St b, Reston, VA 20190",https://whatnow.com/washington-dc/restaurants/sushi-by-bou-bringing-incomparable-omakase-dining-to-reston/
"May 27, 2026",Piola to Open Fort Lauderdale Restaurant,"221 SW 1st Ave, Fort Lauderdale, FL 33301",https://whatnow.com/miami/restaurants/piola-to-open-fort-lauderdale-restaurant/
"May 27, 2026",Sushi Sake to Open a South Miami Location,"5829 SW 73rd St, Miami, FL 33143",https://whatnow.com/miami/restaurants/sushi-sake-to-open-a-south-miami-location/
"May 27, 2026",South Street Partners Acquires Solé Miami,"17315 Collins Ave, Sunny Isles Beach, FL 33160",https://whatnow.com/miami/restaurants/south-street-partners-acquires-sole-miami/
"May 27, 2026",Finish Your Champagne Brings Party Brunch Concept to Philly,"1084 N Delaware Ave., Philadelphia, PA 19125",https://whatnow.com/philadelphia/restaurants/finish-your-champagne-brings-upscale-party-brunch-concept-to-philly-its-an-experience/
"May 27, 2026",Edley’s Bar-B-Que Fires Up Plans For New Brentwood Restaurant,"330 Franklin Rd, Brentwood, TN 37027, USA",https://whatnow.com/nashville/restaurants/edleys-bar-b-que-fires-up-plans-for-new-brentwood-restaurant/
"May 27, 2026",Little Nest Coffee Roasters to Help Build Community in Grosse Pointe Woods,"21003 Mack Ave, Grosse Pointe Woods, MI 48236",https://whatnow.com/detroit/restaurants/little-nest-coffee-roasters-to-help-build-community-in-grosse-pointe-woods/
"May 27, 2026",Netflix House Construction Underway on Las Vegas Strip,"3747 S Las Vegas Blvd, Las Vegas, NV 89109",https://whatnow.com/las-vegas/restaurants/netflix-house-construction-underway-on-las-vegas-strip/
"May 27, 2026",Chubby Cattle BBQ Is Opening Its First Sacramento Location in Roseville,"1905 Taylor Rd, Roseville, CA 95661, USA",https://whatnow.com/sacramento/restaurants/chubby-cattle-bbq-is-opening-its-first-sacramento-location-in-roseville/
"May 27, 2026","Brassica to Build $950,000 New Eatery in Greater Houston","15820 Southwest Fwy, Sugar Land, TX 77478",https://whatnow.com/houston/restaurants/brassica-to-build-950000-new-eatery-in-greater-houston/
"May 27, 2026",Desserts By Clément Planning New Locations in Del Mar and Vista,,https://whatnow.com/san-diego/restaurants/desserts-by-clement-planning-new-locations-in-del-mar-and-vista/
"May 27, 2026",Matsu to Relocate After Closing at End of the Month,,https://whatnow.com/san-diego/restaurants/matsu-to-relocate-after-closing-at-end-of-the-month/
"May 27, 2026",Julian Beer Company Planning New Concept in Julian,,https://whatnow.com/san-diego/restaurants/julian-beer-company-planning-new-concept-in-julian/
"May 27, 2026",Philadelphia Restaurant Serving Central Asian Cuisine to Close June 1,"507 S 6th St, Philadelphia, PA 19147",https://whatnow.com/philadelphia/restaurants/philadelphia-restaurant-serving-central-asian-cuisine-to-close-june-1/
"May 27, 2026",Coastal Tea Cafe Opening in Fernandina Beach This Fall,"27 S 5th St, Fernandina Beach, FL 32034",https://whatnow.com/uncategorized/restaurants/coastal-tea-cafe-opening-in-fernandino-beach-this-fall/
"May 27, 2026",North Las Vegas Pizza Restaurant Has Permanently Closed,"1631 W Craig Rd Suite 4, North Las Vegas, NV 89032, United States",https://whatnow.com/las-vegas/restaurants/north-las-vegas-pizza-restaurant-has-permanently-closed/
"May 27, 2026",ANF Gyros & Grill Expanding to Plant City,"1713 James L Redman Pkwy, Plant City, FL 33563",https://whatnow.com/tampa/restaurants/anf-gyros-grill-expanding-to-plant-city/
"May 27, 2026","Japanese Ramen Shop Expands to Crystal Lake, DeKalb Location Planned",,https://whatnow.com/chicago/restaurants/japanese-ramen-shop-expands-to-crystal-lake-dekalb-location-planned/
"May 27, 2026",Fortunate Son to Open Its Second Location in Dallas,"8686 Ferguson Rd, Dallas, TX 75228, USA",https://whatnow.com/dallas/restaurants/fortunate-son-to-open-its-second-location-in-dallas/
"May 27, 2026",Korean Steakhouse Concept Aims To Open in Dallas,"634 W Davis StDallas, TX 75208, USA",https://whatnow.com/dallas/restaurants/korean-steakhouse-concept-aims-to-open-in-dallas/
"May 27, 2026",Don Goyo Aims To Relocate Its Tarrant County Location,"8520 Camp Bowie W Blvd, Fort Worth, TX 76116, USA",https://whatnow.com/dallas/restaurants/don-goyo-aims-to-relocate-its-tarrant-county-location/
