date,title,address,url
"August 26, 2026",The Sports Bra Could Score a New Home in Boston’s Financial District,"1 India St, Boston, MA 02109",https://whatnow.com/boston/restaurants/the-sports-bra-could-score-a-new-home-in-bostons-financial-district/
"August 26, 2026",Little Caesars Plans New Georgetown Location on Williams Drive,"3920 Williams Dr, Georgetown, TX 78628, USA",https://whatnow.com/austin/restaurants/little-caesars-plans-new-georgetown-location-on-williams-drive/
"August 26, 2026",Sipping Sunshine Cafe to Brighten Goochland Java Scene,"2913 River Rd W, Goochland, VA 23063",https://whatnow.com/washington-dc/restaurants/sipping-sunshine-cafe-to-brighten-goochland-java-scene/
"August 26, 2026",HG Sply Co. to Open New Location at Granite Park,"5880 State Hwy 121, Plano, TX 75024, USA",https://whatnow.com/dallas/restaurants/hg-sply-co-to-open-new-location-at-granite-park/
"August 26, 2026",Chef Christian Hunter Planning Bistro Concept in Logan Square,"2528 N California Ave, Chicago, IL 60647",https://whatnow.com/chicago/restaurants/chef-christian-hunter-planning-bistro-concept-in-logan-square/
"August 26, 2026",Marco's Ristorante Italiano Set to Open on Escalon's Main Street,"1730 Main St, Escalon, CA 95320, USA",https://whatnow.com/sacramento/restaurants/marcos-ristorante-italiano-set-to-open-on-escalons-main-street/
"August 26, 2026",El Zaguan Restaurant & Bar Set to Open in Galt This September,"908 C St, Galt, CA 95632, USA",https://whatnow.com/sacramento/restaurants/el-zaguan-restaurant-bar-set-to-open-in-galt-this-september/
"August 26, 2026",Butcher & Barrel Plans Second Cincinnati Location in O'Bryonville,,https://whatnow.com/columbus/restaurants/butcher-barrel-plans-second-cincinnati-location-in-obryonville/
"August 26, 2026",Che Returns to O'Bryonville With Butcher and Barrel,"2038 Madison Rd, Cincinnati, OH 45208, USA",https://whatnow.com/columbus/restaurants/che-returns-to-obryonville-with-butcher-and-barrel/
"August 26, 2026",Biscuit Belly to Open Cincinnati-Area Location With Scratch-Made Southern Brunch,"9333 Mason Montgomery Rd, Mason, OH 45040, USA",https://whatnow.com/columbus/restaurants/biscuit-belly-to-open-cincinnati-area-location-with-scratch-made-southern-brunch/
"August 26, 2026",NJ Indian Restaurant Bringing Flavors to Manhattan,"312 W 43rd St., New York, NY 10036",https://whatnow.com/new-york/restaurants/nj-indian-restaurant-bringing-flavors-to-manhattan/
"August 26, 2026",The Butcher & Bottle Adding Restaurant In Ball Ground | What Now Atlanta,"235 Gilmer Ferry Rd, Ball Ground, GA 30107",https://whatnow.com/atlanta/restaurants/the-butcher-bottle-adding-restaurant-in-ball-ground/
"August 26, 2026",Foxtrot Working on Two New Locations in Lakeview and Lincoln Park,,https://whatnow.com/chicago/restaurants/foxtrot-working-on-two-new-locations-in-lakeview-and-lincoln-park/
"August 26, 2026",Thai-Inspired Bar Heading To Poncey-Highland | What Now Atlanta,"644 N Highland Ave NE, Atlanta, GA 30306",https://whatnow.com/atlanta/restaurants/thai-inspired-bar-heading-to-poncey-highland/
