state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Union,Industry
Illinois,"PECO Pallet, Inc.",Chicago,2025-03-19 00:00:00,2025-05-31 00:00:00,46,Closing - Permanent,Northeast 4,Illinois,Yes,Rental/Leasing - Machinery and Equipment
Illinois,Penske Logistics LLC,Aurora,2025-03-12 00:00:00,2025-03-31 00:00:00,96,Layoff - Permanent,Northeast 4,Illinois,No,Transportation and Warehousing
Illinois,American Institute of Research,Chicago,2025-03-11 00:00:00,2025-05-09 00:00:00,75,Layoff - Permanent,Northeast 4,Illinois,No,Professional and Technical Services
Illinois,Gilster-Mary Lee Corporation,Momence,2025-03-11 00:00:00,2025-02-11 00:00:00,69,Closing - Permanent,Northeast 4,Illinois,No,"Manufacturing - Dry Pasta, Dough, and Flour Mixes"
Illinois,"Inter-Con Security Systems, Inc.",Chicago,2025-03-06 00:00:00,2025-04-03 00:00:00,338,Closing - Permanent,Northeast 4,Illinois,Yes,Security Guards and Patrol Services
Illinois,"Primo Brands, Inc.",Chicago,2025-03-05 00:00:00,05/05/2025-06/28/2025,22,Layoff - Permanent,Northeast 4,Illinois,Yes,Manufacturing - Bottled Water
Illinois,"Digby's Detective and Security Agency, Inc.",Chicago,2025-02-28 00:00:00,2025-07-31 00:00:00,40,Closing - Permanent,Northeast 4,Illinois,Yes,Security Guards and Patrol Services
Illinois,"Elite Staffing, Inc. (at Nestle USA's Nation Pizza)",Schaumburg,2025-02-26 00:00:00,04/27/2025-05/11/2025,134,Layoff - Permanent,Northeast 4,Illinois,No,Employment Placement Agencies
Illinois,Labor Network (at Nestle USA's Nation Pizza),Schaumburg,2025-02-24 00:00:00,04/27/2025-05/11/2025,416,Layoff - Permanent,Northeast 4,Illinois,No,Temporary Help Services
Illinois,Heartland Health Alliance,Chicago,2025-02-11 00:00:00,2025-04-07 00:00:00,113,Closing - Permanent,Northeast 4,Illinois,Yes,Health Care - Individual & Family Services
Illinois,Kindred Hospital - Lakeshore,Chicago,2025-02-10 00:00:00,03/19/2025-04/30/2025,74,Closing - Permanent,Northeast 4,Illinois,No,Health Care - Nursing Care Facility
Illinois,Kindred Hospital - Sycamore,Sycamore,2025-02-10 00:00:00,03/19/2025-04/30/2025,83,Closing - Permanent,Northeast 4,Illinois,No,Health Care - Nursing Care Facility
Illinois,Home Partners of America LLC,Chicago,2025-02-07 00:00:00,2025-03-31 00:00:00,179,Layoff - Permanent,Northeast 4,Illinois,No,Real Estate Rental & Leasing
Illinois,Northwest Community Hospital,Arlington Heights,2025-02-07 00:00:00,03/30/2025-04/11/2025,99,Layoff - Permanent,Northeast 4,Illinois,No,Health Care - Hospital
Illinois,Schirm USA,Benton,2025-02-07 00:00:00,2025-04-01 00:00:00,34,Closing - Temporary,Southern 8,Illinois,No,Manufcturing - Agriculture & Pesticides
Illinois,FEAM Aero (F&E Aircraft Maintenance),Schiller Park,2025-02-06 00:00:00,2025-04-07 00:00:00,42,Layoff - Permanent,Northeast 4,Illinois,No,Transportation - Support Activities
Illinois,"Ardagh Glass, Inc.",Dolton,2025-02-04 00:00:00,2025-05-01 00:00:00,316,Closing - Permanent,Northeast 4,Illinois,Yes,Manufacturing - Glass Containers
Illinois,Air Wisconsin,Chicago,2025-01-30 00:00:00,2025-03-31 00:00:00,225,"Layoff - Permanent - 11, Temporary - 214",Northeast 4,Illinois,Yes,Passenger Air Transportation
Illinois,"Turnkey One Source, LLC at Arlo Chicago",Chicago,2025-01-30 00:00:00,2025-03-31 00:00:00,27,Layoff - Permanent,Northeast 4,Illinois,No,Janitorial Services
Illinois,Barnes & Noble,Forest Park,2025-01-29 00:00:00,2025-04-01 00:00:00,107,Closing - Permanent,Northeast 4,Illinois,No,Office Supplies and Stationery Retailers
Illinois,"Parsec, LLC",Franklin Park,2025-01-29 00:00:00,2025-04-06 00:00:00,49,Closing - Permanent,Northeast 4,Illinois,Yes,Rail Transportation Support Activities
Illinois,"Manpower Group US, Inc.",Aurora,2025-01-28 00:00:00,2025-03-28 00:00:00,49,Layoff - Permanent,Northeast 4,Illinois,No,Temporary Help Services
Illinois,"Manpower Group US, Inc.",Burr Ridge,2025-01-28 00:00:00,2025-03-28 00:00:00,43,Layoff - Permanent,Northeast 4,Illinois,No,Temporary Help Services
Illinois,"Manpower Group US, Inc.",Lake Zurich,2025-01-28 00:00:00,2025-03-28 00:00:00,46,Layoff - Permanent,Northeast 4,Illinois,No,Temporary Help Services
Illinois,Smurfit Westrock,Bridgeview,2025-01-28 00:00:00,2025-03-28 00:00:00,88,Closing - Permanent,Northeast 4,Illinois,Yes,Corrugated and Solid Fiber Box Manufacturing
Illinois,"Kane County Personnel, Inc. dba Manpower",Aurora,2025-01-27 00:00:00,2025-03-28 00:00:00,99,Layoff - Permanent,Northeast 4,Illinois,No,Temporary Help Services
Illinois,"Grunt Style, LLC",Carol Stream,2025-01-24 00:00:00,2025-03-28 00:00:00,100,Closing - Permanent,Northeast 4,Illinois,No,Clothing Retailer
Illinois,"10 Roads Express, LLC",Multiple,2025-01-23 00:00:00,2025-03-23 00:00:00,84,Layoff - Permanent,"Northwest 6 (8 layoffs), West Central 10 (15), North Central 3 (61)",Illinois,Yes,Transportation - Trucking
Illinois,Hard Rock International STP dba Hard Rock Café Chicago,Chicago,2025-01-17 00:00:00,2025-03-29 00:00:00,55,Closing - Permanent,Northeast 4,Illinois,No,Restaurant
Illinois,"Timberline Knolls, TK Behavioral, LLC","Lemont, Orland Park",2025-01-15 00:00:00,2025-03-16 00:00:00,229,Closing - Permanent,Northeast 4,Illinois,No,Health Care & Social Assistance
Illinois,The Computing Technology Industry Association,Downers Grove,2025-01-14 00:00:00,2025-01-09 00:00:00,47,Layoff - Permanent,Northeast 4,Illinois,No,Technology Traninig & Certification
Illinois,MacLellan Integrated Services (at Rivian Automotive),Normal,2025-01-09 00:00:00,2025-03-03 00:00:00,76,Layoff - Permanent,North Central 3,Illinois,No,Cleaning & Maintenance Service
Illinois,Cherry Circle Room and Game Room,Chicago,2025-01-07 00:00:00,2025-02-28 00:00:00,154,Closing - Permanent,Northeast 4,Illinois,No,Full Service Restaurant
Illinois,Compass Group dba TouchPoint Support Services at Ascension Saint Joseph,Multiple,2025-01-07 00:00:00,2025-03-01 00:00:00,451,Closing - Permanent,Northeast 4,Illinois,No,Food Service Contractor
Illinois,"Innovation Group North America, Inc.",Schaumburg,2025-01-07 00:00:00,03/07/2025-09/30/2025,105,Layoff - Permanent,Northeast 4,Illinois,No,Finance and Insurance
Illinois,Sandra Holdings LLC,Multiple,2025-01-03 00:00:00,2025-03-05 00:00:00,306,Closing - Permanent,Northeast 4,Illinois,No,Retailers - Jewelry
